report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
2017-04-24,Argentina-Buenos_Aires,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-CABA,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-Cordoba,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-Entre_Rios,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-Santa_Fe,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-Mendoza,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-San_Juan,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-San_Luis,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-Chaco,province,cumulative_confirmed_local_cases,AR0001,nan,nan,37.0,cases
2017-04-24,Argentina-Corrientes,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-Formosa,province,cumulative_confirmed_local_cases,AR0001,nan,nan,18.0,cases
2017-04-24,Argentina-Misiones,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-Catamarca,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-Jujuy,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-La_Rioja,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-Salta,province,cumulative_confirmed_local_cases,AR0001,nan,nan,13.0,cases
2017-04-24,Argentina-Sgo_Del_Estero,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-Tucuman,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-Chubut,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-La_Pampa,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-Neuquen,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-Rio_Negro,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-Santa_Cruz,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-Tierra_del_Fuego,province,cumulative_confirmed_local_cases,AR0001,nan,nan,0.0,cases
2017-04-24,Argentina-Buenos_Aires,province,cumulative_probable_local_cases,AR0002,nan,nan,3.0,cases
2017-04-24,Argentina-CABA,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-Cordoba,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-Entre_Rios,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-Santa_Fe,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-Mendoza,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-San_Juan,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-San_Luis,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-Chaco,province,cumulative_probable_local_cases,AR0002,nan,nan,4.0,cases
2017-04-24,Argentina-Corrientes,province,cumulative_probable_local_cases,AR0002,nan,nan,2.0,cases
2017-04-24,Argentina-Formosa,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-Misiones,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-Catamarca,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-Jujuy,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-La_Rioja,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-Salta,province,cumulative_probable_local_cases,AR0002,nan,nan,78.0,cases
2017-04-24,Argentina-Sgo_Del_Estero,province,cumulative_probable_local_cases,AR0002,nan,nan,1.0,cases
2017-04-24,Argentina-Tucuman,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-Chubut,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-La_Pampa,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-Neuquen,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-Rio_Negro,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-Santa_Cruz,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-Tierra_del_Fuego,province,cumulative_probable_local_cases,AR0002,nan,nan,0.0,cases
2017-04-24,Argentina-Buenos_Aires,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,4.0,cases
2017-04-24,Argentina-CABA,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,5.0,cases
2017-04-24,Argentina-Cordoba,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-Entre_Rios,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-Santa_Fe,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-Mendoza,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-San_Juan,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-San_Luis,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-Chaco,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,12.0,cases
2017-04-24,Argentina-Corrientes,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-Formosa,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-Misiones,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-Catamarca,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-Jujuy,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-Salta,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,3.0,cases
2017-04-24,Argentina-Sgo_Del_Estero,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-Tucuman,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-Chubut,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-La_Pampa,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-Neuquen,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-Rio_Negro,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-Santa_Cruz,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-Tierra_del_Fuego,province,cumulative_confirmed_imported_cases,AR0003,nan,nan,0.0,cases
2017-04-24,Argentina-Buenos_Aires,province,cumulative_probable_imported_cases,AR0004,nan,nan,3.0,cases
2017-04-24,Argentina-CABA,province,cumulative_probable_imported_cases,AR0004,nan,nan,1.0,cases
2017-04-24,Argentina-Cordoba,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Entre_Rios,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Santa_Fe,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Mendoza,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-San_Juan,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-San_Luis,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Chaco,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Corrientes,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Formosa,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Misiones,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Catamarca,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Jujuy,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Salta,province,cumulative_probable_imported_cases,AR0004,nan,nan,2.0,cases
2017-04-24,Argentina-Sgo_Del_Estero,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Tucuman,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Chubut,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-La_Pampa,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Neuquen,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Rio_Negro,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Santa_Cruz,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Tierra_del_Fuego,province,cumulative_probable_imported_cases,AR0004,nan,nan,0.0,cases
2017-04-24,Argentina-Buenos_Aires,province,cumulative_confirmed_zika_pregnant,AR0007,nan,nan,nan,cases
2017-04-24,Argentina-CABA,province,cumulative_confirmed_zika_pregnant,AR0007,nan,nan,nan,cases
2017-04-24,Argentina-Cordoba,province,cumulative_confirmed_zika_pregnant,AR0007,nan,nan,nan,cases
2017-04-24,Argentina-Entre_Rios,province,cumulative_confirmed_zika_pregnant,AR0007,nan,nan,nan,cases
2017-04-24,Argentina-Santa_Fe,province,cumulative_confirmed_zika_pregnant,AR0007,nan,nan,nan,cases
2017-04-24,Argentina-Mendoza,province,cumulative_confirmed_zika_pregnant,AR0007,nan,nan,nan,cases
2017-04-24,Argentina-San_Juan,province,cumulative_confirmed_zika_pregnant,AR0007,nan,nan,nan,cases
2017-04-24,Argentina-San_Luis,province,cumulative_confirmed_zika_pregnant,AR0007,nan,nan,nan,cases
2017-04-24,Argentina-Chaco,province,cumulative_confirmed_zika_pregnant,AR0007,nan,nan,nan,cases
2017-04-24,Argentina-Misiones,province,cumulative_confirmed_zika_pregnant,AR0007,nan,nan,nan,cases
2017-04-24,Argentina-Catamarca,province,cumulative_confirmed_zika_pregnant,AR0007,nan,nan,nan,cases
2017-04-24,Argentina-Jujuy,province,cumulative_confirmed_zika_pregnant,AR0007,nan,nan,nan,cases
2017-04-24,Argentina-Salta,province,cumulative_confirmed_zika_pregnant,AR0007,nan,nan,nan,cases
2017-04-24,Argentina-Tucuman,province,cumulative_confirmed_zika_pregnant,AR0007,nan,nan,nan,cases
2017-04-24,Argentina-Buenos_Aires,province,cumulative_possible_zika_pregnant,AR0008,nan,nan,nan,cases
2017-04-24,Argentina-CABA,province,cumulative_possible_zika_pregnant,AR0008,nan,nan,nan,cases
2017-04-24,Argentina-Cordoba,province,cumulative_possible_zika_pregnant,AR0008,nan,nan,nan,cases
2017-04-24,Argentina-Entre_Rios,province,cumulative_possible_zika_pregnant,AR0008,nan,nan,nan,cases
2017-04-24,Argentina-Santa_Fe,province,cumulative_possible_zika_pregnant,AR0008,nan,nan,nan,cases
2017-04-24,Argentina-Mendoza,province,cumulative_possible_zika_pregnant,AR0008,nan,nan,nan,cases
2017-04-24,Argentina-San_Juan,province,cumulative_possible_zika_pregnant,AR0008,nan,nan,nan,cases
2017-04-24,Argentina-San_Luis,province,cumulative_possible_zika_pregnant,AR0008,nan,nan,nan,cases
2017-04-24,Argentina-Chaco,province,cumulative_possible_zika_pregnant,AR0008,nan,nan,nan,cases
2017-04-24,Argentina-Misiones,province,cumulative_possible_zika_pregnant,AR0008,nan,nan,nan,cases
2017-04-24,Argentina-Catamarca,province,cumulative_possible_zika_pregnant,AR0008,nan,nan,nan,cases
2017-04-24,Argentina-Jujuy,province,cumulative_possible_zika_pregnant,AR0008,nan,nan,nan,cases
2017-04-24,Argentina-Salta,province,cumulative_possible_zika_pregnant,AR0008,nan,nan,nan,cases
2017-04-24,Argentina-Tucuman,province,cumulative_possible_zika_pregnant,AR0008,nan,nan,nan,cases
2017-04-24,Argentina-Buenos_Aires,province,cumulative_congenital_syndrome_zika,AR0009,nan,nan,2.0,cases
2017-04-24,Argentina-CABA,province,cumulative_congenital_syndrome_zika,AR0009,nan,nan,2.0,cases
2017-04-24,Argentina-Cordoba,province,cumulative_congenital_syndrome_zika,AR0009,nan,nan,nan,cases
2017-04-24,Argentina-Entre_Rios,province,cumulative_congenital_syndrome_zika,AR0009,nan,nan,nan,cases
2017-04-24,Argentina-Santa_Fe,province,cumulative_congenital_syndrome_zika,AR0009,nan,nan,7.0,cases
2017-04-24,Argentina-Mendoza,province,cumulative_congenital_syndrome_zika,AR0009,nan,nan,nan,cases
2017-04-24,Argentina-San_Juan,province,cumulative_congenital_syndrome_zika,AR0009,nan,nan,nan,cases
2017-04-24,Argentina-San_Luis,province,cumulative_congenital_syndrome_zika,AR0009,nan,nan,nan,cases
2017-04-24,Argentina-Chaco,province,cumulative_congenital_syndrome_zika,AR0009,nan,nan,nan,cases
2017-04-24,Argentina-Misiones,province,cumulative_congenital_syndrome_zika,AR0009,nan,nan,nan,cases
2017-04-24,Argentina-Catamarca,province,cumulative_congenital_syndrome_zika,AR0009,nan,nan,nan,cases
2017-04-24,Argentina-Jujuy,province,cumulative_congenital_syndrome_zika,AR0009,nan,nan,nan,cases
2017-04-24,Argentina-Salta,province,cumulative_congenital_syndrome_zika,AR0009,nan,nan,nan,cases
2017-04-24,Argentina-Tucuman,province,cumulative_congenital_syndrome_zika,AR0009,nan,nan,4.0,cases
2017-04-24,Argentina-Neuquen,province,cumulative_congenital_syndrome_zika,AR0009,nan,nan,nan,cases
